Date,Close,return,Settle,Value
2007-08-09,145.389999,-0.030081551338277435,22.26,5.45
2007-08-10,144.710007,-0.00468799194279986,22.92,5.6
2007-08-13,145.229996,0.0035868769547405936,21.66,5.56
2007-08-14,143.009995,-0.015404142154943096,22.18,5.55
2007-08-15,141.039993,-0.013871034463937384,22.15,5.53
2007-08-16,142.100006,0.007487588868512717,22.45,5.52
2007-08-17,144.710007,0.01820071079562715,22.64,5.52
2007-08-20,144.639999,-0.0004838983923238308,21.83,5.55
2007-08-21,144.929993,0.0020029292050689975,21.48,5.53
2007-08-22,146.649994,0.01179793557454097,21.01,5.53
2007-08-23,146.520004,-0.0008867892991282841,21.01,5.53
2007-08-24,148.330002,0.012277569608307524,20.53,5.57
2007-08-27,146.949997,-0.00934716236911929,20.78,5.57
2007-08-28,143.720001,-0.022225403246524885,21.78,5.57
2007-08-29,146.539993,0.019431411760016417,21.43,5.65
2007-08-30,146.149994,-0.002664930459751259,21.75,5.68
2007-08-31,147.589996,0.009804681587990215,21.49,5.78
2007-09-04,149.080002,0.010044955935168529,21.03,5.85
2007-09-05,147.789993,-0.008690788164706566,21.35,5.85
2007-09-06,148.130005,0.002298000486075067,21.25,5.85
2007-09-07,146.070007,-0.014004293563093526,21.88,5.85
2007-09-10,145.789993,-0.0019188246825003843,22.1,5.85
2007-09-11,147.490005,0.011593228669500617,21.63,5.85
2007-09-12,147.869995,0.002573064799914697,21.77,5.8
2007-09-13,148.910004,0.007008647892107014,21.47,5.75
2007-09-14,148.899994,-6.722406953949652e-05,21.49,5.65
2007-09-17,148.100006,-0.005387137607535451,21.69,5.6
2007-09-18,152.460007,0.029014550686886846,20.48,5.2
2007-09-19,153.360001,0.005885792784161997,20.2,5.22
2007-09-20,152.279999,-0.0070671803105557115,20.38,5.25
2007-09-21,151.970001,0.0026822545584583575,19.62,5.25
2007-09-24,151.690002,-0.0018441617374252038,19.56,5.25
2007-09-25,151.389999,-0.001979695770039148,19.58,5.3
2007-09-26,152.190002,0.005270471369859029,19.28,5.23
2007-09-27,153.089996,0.005896204227410407,19.13,5.25
2007-09-28,152.580002,-0.0033368958455836793,19.58,5.25
2007-10-01,154.300003,0.011209717041721886,19.19,5.3
2007-10-02,154.089996,-0.001361957476781859,19.66,5.25
2007-10-03,153.779999,-0.0020138182337220297,19.82,5.3
2007-10-04,154.020004,0.0015594869805527884,19.89,5.25
2007-10-05,155.850006,0.011811554630161538,18.99,5.3
2007-10-09,156.479996,0.009374014067644758,18.62,5.25
2007-10-10,156.220001,-0.0016629041408102179,18.64,5.25
2007-10-11,155.470001,-0.004812483189595011,19.71,5.25
2007-10-12,156.330002,0.005516376988908222,19.42,5.25
2007-10-15,155.009995,-0.008479571671460821,20.29,5.23
2007-10-16,153.779999,-0.00796659560998843,21.02,5.21
2007-10-17,154.25,0.003051659684282865,20.95,5.25
2007-10-18,153.690002,-0.003637063153047433,20.92,5.2
2007-10-19,149.669998,-0.0265047424541529,22.3,5.15
2007-10-22,150.539993,0.005795925928825425,21.74,5.1
2007-10-23,151.759995,0.008071509572842275,21.23,5.09
2007-10-24,151.479996,-0.001846716052480465,21.57,5.06
2007-10-25,151.839996,0.002373731890643674,21.68,5.0
2007-10-26,153.619995,0.011654679504567758,21.04,4.95
2007-10-29,154.130005,0.0033144465761014937,20.91,4.95
2007-10-30,153.059998,-0.006966446283805573,21.64,4.85
2007-10-31,154.649994,0.010334472018811094,20.3,4.85
2007-11-01,151.029999,-0.023685974376788026,22.46,4.83
2007-11-02,151.199997,0.0011249579471334526,23.07,4.83
2007-11-05,150.050003,-0.0076348520244326964,23.91,4.83
2007-11-06,152.070007,0.013372395304098755,22.92,4.9
2007-11-07,147.910004,-0.027736979457048408,25.23,4.91
2007-11-08,147.160004,-0.005083550308935371,25.05,4.9
2007-11-09,145.139999,-0.013821670457752015,26.36,4.9
2007-11-13,148.080002,0.030024909563325018,24.82,4.9
2007-11-14,147.669998,-0.0027726408295008615,25.15,4.9
2007-11-15,145.539993,-0.014529126119796865,26.7,4.95
2007-11-16,145.789993,0.0017162672802277913,26.45,5.05
2007-11-19,143.759995,-0.014021974407325784,26.92,5.05
2007-11-20,144.639999,0.0061026820350320145,26.18,5.1
2007-11-21,141.679993,-0.020676945662662788,26.81,5.1
2007-11-23,144.130005,0.017144760718453056,25.86,5.15
2007-11-26,140.949997,-0.022310508509935795,27.32,5.2
2007-11-27,142.570007,0.011427959988580432,26.65,5.15
2007-11-28,147.130005,0.0314834274288192,24.56,5.25
2007-11-29,147.179993,0.0003396962442824718,24.86,5.25
2007-11-30,148.660004,0.01000556626650683,24.19,5.25
2007-12-03,147.679993,-0.006614122849381865,24.29,5.3
2007-12-04,146.360001,-0.008978376371284874,24.48,5.25
2007-12-05,148.809998,0.01660096401853228,23.06,5.25
2007-12-06,150.940002,0.014212109104995926,21.67,5.3
2007-12-07,150.910004,-0.0001987609707212549,21.97,5.3
2007-12-10,152.080002,0.007723052194861939,21.28,5.25
2007-12-11,147.910004,-0.027802703604406755,22.92,5.25
2007-12-12,149.369995,0.009822408121478512,22.19,5.2
2007-12-13,149.059998,-0.002077519812116069,22.04,5.15
2007-12-14,147.169998,-0.012760528449823174,22.64,5.15
2007-12-17,145.070007,-0.014371934782961504,23.75,5.25
2007-12-18,145.880005,0.005567967411874102,22.55,5.2
2007-12-19,145.880005,0.0,24.38,5.2
2007-12-20,146.800003,0.006286736401148904,24.1,5.2
2007-12-21,148.130005,0.014237415671844712,23.29,5.1
2007-12-26,149.550003,0.0021420919970272364,22.79,5.1
2007-12-27,147.669998,-0.012650764194217014,23.52,5.05
2007-12-28,147.300003,-0.002508697106772288,23.72,4.85
2007-12-31,146.210007,-0.007427351529452834,24.19,4.85
2008-01-02,144.929993,-0.00879317337049919,24.49,4.73
2008-01-03,144.860001,-0.00048305326480390623,24.52,4.8
2008-01-04,141.309998,-0.02481172122902602,25.3,4.75
2008-01-07,141.190002,-0.0008495292546484435,24.81,4.6
2008-01-08,138.910004,-0.01628024498182513,25.9,4.55
2008-01-09,140.369995,0.010455487721196517,25.78,4.4
2008-01-10,141.289993,0.006532708308134546,24.95,4.4
2008-01-11,140.149994,-0.008101231434701518,26.15,4.25
2008-01-14,141.279999,0.00803049497799468,25.1,4.05
2008-01-15,138.169998,-0.02225893318385006,25.24,4.05
2008-01-16,136.979996,-0.008649896025288331,24.99,3.92
2008-01-17,133.429993,-0.026257957276057522,26.97,3.95
2008-01-18,132.059998,-0.010320593670580802,27.24,3.9
2008-01-22,130.720001,-0.010198710860115649,27.73,3.7
2008-01-23,133.860001,0.023736846381336232,26.4,3.3
2008-01-24,134.990005,0.008406253517521969,26.43,3.25
2008-01-25,133.039993,-0.014550956391582378,26.75,3.3
2008-01-28,135.240005,0.016401232542045147,26.16,3.3
2008-01-29,135.910004,0.004941916587534119,26.25,3.3
2008-01-30,134.910004,-0.0073850122984030625,26.14,3.3
2008-01-31,137.369995,0.018070059839000584,25.64,3.15
2008-02-01,139.580002,0.01595994897861606,24.95,3.15
2008-02-04,137.820007,-0.012689391197744699,25.81,3.2
2008-02-05,134.130005,-0.027139020528658235,27.39,3.25
2008-02-06,133.050003,-0.008084496219711055,28.19,3.15
2008-02-07,133.929993,0.006592203161360373,27.62,3.1
2008-02-08,133.070007,-0.006441864973456975,28.39,3.1
2008-02-11,133.75,0.005097027616596652,27.88,3.1
2008-02-12,134.990005,0.009228352884403539,27.06,3.1
2008-02-13,136.369995,0.01017100454428951,26.0,3.07
2008-02-14,135.169998,-0.00883851250519608,26.28,3.08
2008-02-15,135.139999,-0.00022195997533270716,26.07,3.08
2008-02-19,135.520004,0.0028079896954473008,25.51,3.1
2008-02-20,135.919998,0.0029472022294212484,25.45,3.1
2008-02-21,134.789993,-0.008348502831608465,25.42,3.15
2008-02-22,135.619995,0.006138860570415514,24.87,3.1
2008-02-25,137.330002,0.012529982717681023,24.17,3.1
2008-02-26,138.360001,0.007472188190848323,23.71,3.1
2008-02-27,138.220001,-0.0010123653983901998,23.88,3.12
2008-02-28,136.869995,-0.009815092205945107,24.58,3.12
2008-02-29,133.820007,-0.022535868028387068,26.1,3.1
2008-03-03,133.5,-0.0023941878234420896,26.16,3.07
2008-03-04,132.990005,-0.0038275028183956472,25.72,3.05
2008-03-05,133.830002,0.006296377730719203,24.83,3.05
2008-03-06,131.059998,-0.020915134401429492,26.76,3.02
2008-03-07,129.710007,-0.010353975032082583,26.91,3.0
2008-03-10,128.0,-0.01327097939951106,27.75,2.9
2008-03-11,132.600006,0.03530685908099949,26.11,2.9
2008-03-12,131.360001,-0.009395469683848391,26.92,2.9
2008-03-13,131.649994,0.002205187050192199,27.02,2.85
2008-03-14,129.610001,-0.015616891216217853,28.52,2.8
2008-03-17,128.300003,-0.010158654146422447,28.54,2.55
2008-03-18,133.630005,0.040703529205392004,26.2,2.65
2008-03-19,130.320007,-0.025081806202023247,27.41,2.7
2008-03-20,132.080002,0.018263712148902867,27.0,2.7
2008-03-24,134.720001,0.01979074316261603,26.35,2.65
2008-03-25,134.850006,0.0009645361628040683,26.32,2.8
2008-03-26,133.199997,-0.012311358495833133,26.95,2.8
2008-03-27,132.779999,-0.0031581198240283525,26.64,2.9
2008-03-28,131.509995,-0.00961075942575741,26.59,2.95
2008-03-31,131.970001,0.0034917752722120393,26.3,2.95
2008-04-01,136.610001,0.03455552661333053,24.85,2.95
2008-04-02,136.699997,0.0006585635644982497,25.03,2.95
2008-04-03,137.039993,0.0024840811518402196,24.94,3.0
2008-04-04,136.889999,-0.0010951266335876382,24.95,3.0
2008-04-07,136.960007,0.0005112872009608874,24.26,3.0
2008-04-08,136.820007,-0.0010227190082415347,24.07,3.0
2008-04-09,135.830002,-0.007262125936327295,24.66,3.0
2008-04-10,136.020004,0.0013978445962494759,24.33,3.0
2008-04-11,133.380005,-0.019599728463899964,24.98,3.0
2008-04-14,132.929993,-0.003379613470838266,24.88,2.85
2008-04-15,133.240005,0.002329429631587685,24.41,2.9
2008-04-16,136.850006,0.02673342847854321,22.96,2.95
2008-04-17,137.050003,0.0014603653082642715,23.03,2.95
2008-04-18,138.479996,0.010380037344375589,22.2,3.1
2008-04-21,138.550003,0.0005054109788869317,21.92,3.1
2008-04-22,137.940002,-0.004412470459661423,22.1,3.1
2008-04-23,137.720001,-0.0015961767707392458,21.86,3.1
2008-04-24,138.320007,0.004347246250885953,21.23,3.05
2008-04-25,139.600006,0.009211341325890894,20.69,3.1
2008-04-28,139.630005,0.00021486945477793451,20.54,3.15
2008-04-29,139.080002,-0.003946781243086412,20.81,3.15
2008-04-30,138.259995,-0.00591338716656121,21.24,3.15
2008-05-01,141.119995,0.020474622474337772,19.86,3.0
2008-05-02,141.509995,0.0027597938034302893,19.66,2.9
2008-05-05,140.830002,-0.004816847219609778,19.69,2.9
2008-05-06,142.050003,0.008625626008020457,18.82,2.9
2008-05-07,139.520004,-0.01797114058915828,19.7,2.85
2008-05-08,139.160004,-0.002583609802760551,19.67,2.85
2008-05-09,138.899994,-0.001870172463886559,19.84,2.75
2008-05-12,140.460007,0.0111685940033865,18.94,2.9
2008-05-13,140.479996,0.00014230084585998166,18.7,2.8
2008-05-14,140.770004,0.00206227984205825,18.3,2.85
2008-05-15,142.529999,0.012425115595891692,17.43,2.85
2008-05-16,142.660004,0.0009117080376277143,17.15,2.85
2008-05-19,143.050003,0.0027300355792753933,16.64,2.75
2008-05-20,141.889999,-0.008142137996275806,20.82,2.75
2008-05-21,139.490005,-0.01705915252252964,22.14,2.75
2008-05-22,139.509995,0.0001432974912875709,21.72,2.75
2008-05-23,137.639999,-0.013494673776374878,22.23,2.75
2008-05-27,138.660004,0.007383348697971941,21.49,2.8
2008-05-28,139.300003,0.004604979960117106,21.33,2.8
2008-05-29,140.0,0.0050125202873016195,19.97,2.9
2008-05-30,140.350006,0.0024969229488264874,19.38,2.9
2008-06-02,138.899994,-0.010385138994424253,20.64,2.9
2008-06-03,138.089996,-0.005848589033114059,21.07,2.9
2008-06-04,138.020004,-0.0005069863568379192,21.3,2.85
2008-06-05,140.779999,0.019799749902899143,19.91,2.85
2008-06-06,136.289993,-0.03241346399831858,22.98,2.85
2008-06-09,136.619995,0.0024183956274512405,22.7,2.85
2008-06-10,135.940002,-0.004989686074976024,22.72,2.9
2008-06-11,133.940002,-0.014821673216826831,23.75,2.9
2008-06-12,134.449997,0.003800406987788666,22.85,2.95
2008-06-13,136.149994,0.012564814648906549,21.62,2.95
2008-06-16,136.229996,0.000587429365164419,20.86,3.1
2008-06-17,135.570007,-0.004856440690714064,22.68,3.05
2008-06-18,134.25,-0.00978443033618122,23.35,3.0
2008-06-19,134.419998,0.0012654782741025165,22.93,2.95
2008-06-20,131.580002,-0.016282687266904388,23.51,3.0
2008-06-23,131.449997,-0.0009885185041838827,23.51,3.0
2008-06-24,131.190002,-0.001979859015550032,23.63,3.0
2008-06-25,131.809998,0.004714807212994792,22.61,3.0
2008-06-26,128.229996,-0.027535981273925647,24.72,3.0
2008-06-27,127.529999,-0.005473872079606406,24.55,3.0
2008-06-30,127.980003,0.0035224019549765498,24.19,3.0
2008-07-01,128.380005,0.0031206296780375625,24.19,3.0
2008-07-02,126.18,-0.01728519588779182,25.53,3.0
2008-07-03,126.309998,0.0010297280091016343,25.39,3.0
2008-07-07,125.019997,-0.01026548644432284,25.85,3.0
2008-07-08,127.239998,0.017601350655168675,23.96,3.0
2008-07-09,124.790001,-0.019442718629419604,25.47,3.0
2008-07-10,125.300003,0.004078553311371075,25.61,3.0
2008-07-11,123.839996,-0.011720508302923965,27.15,3.0
2008-07-14,122.720001,-0.00908503177410565,28.03,3.0
2008-07-15,120.989998,-0.014197464744483218,28.43,3.0
2008-07-16,123.959999,0.024251043829340374,28.4,3.0
2008-07-17,125.199997,0.009953509851932574,24.25,3.0
2008-07-18,125.980003,0.00621075330275323,24.05,3.0
2008-07-21,126.050003,0.0005554894269405764,23.4,3.0
2008-07-22,127.480003,0.011280835648224083,22.47,3.0
2008-07-23,128.169998,0.00539797905516888,22.43,3.0
2008-07-24,125.510002,-0.020972039530156625,23.55,3.0
2008-07-25,125.480003,-0.00023904537663078517,23.45,3.0
2008-07-28,123.639999,-0.014772298054740804,24.25,3.0
2008-07-29,126.279999,0.02112754659497903,22.68,3.0
2008-07-30,128.529999,0.017660676570893635,21.57,3.0
2008-07-31,126.830002,-0.013314709493300431,22.77,3.0
2008-08-01,126.160004,-0.005296648487913301,22.95,3.0
2008-08-04,124.989998,-0.009317256259713297,22.78,3.0
2008-08-05,128.360001,0.026605105931367563,21.44,3.0
2008-08-06,128.929993,0.004430743097445148,20.7,3.0
2008-08-07,127.010002,-0.015003727866693989,21.51,3.0
2008-08-08,129.369995,0.018410638017966354,20.91,3.0
2008-08-11,130.710007,0.01030470507019887,20.29,3.0
2008-08-12,129.350006,-0.010459227333336775,21.28,3.0
2008-08-13,128.570007,-0.006048397476574474,21.5,3.0
2008-08-14,129.539993,0.007516102176194353,20.8,2.95
2008-08-15,130.169998,0.004851613396452495,20.18,2.95
2008-08-18,128.389999,-0.013768774299662037,22.21,3.0
2008-08-19,126.989998,-0.010964171362586293,22.93,3.0
2008-08-20,127.580002,0.004635307038630985,22.45,3.0
2008-08-21,127.800003,0.001722930927373629,22.19,3.0
2008-08-22,129.649994,0.014371900288594393,21.59,3.0
2008-08-25,127.019997,-0.020493934949709608,22.64,3.0
2008-08-26,127.389999,0.002908708515283251,22.4,3.0
2008-08-27,128.630005,0.009686865689950879,21.8,3.0
2008-08-28,130.190002,0.012054832309746235,21.12,3.0
2008-08-29,128.789993,-0.010811820718954744,21.7,3.0
2008-09-02,127.989998,-0.00623099631103212,22.08,3.0
2008-09-03,127.879997,-0.0008598195094085455,21.64,3.0
2008-09-04,124.029999,-0.030568836967439218,23.78,3.0
2008-09-05,124.419998,0.0031394592475739174,23.08,3.0
2008-09-08,126.989998,0.020445404439391062,21.99,3.0
2008-09-09,123.220001,-0.030136943749644107,24.22,3.0
2008-09-10,123.720001,0.004049572197643647,23.59,3.0
2008-09-11,125.510002,0.014364496707654899,23.83,3.0
2008-09-12,126.089996,0.004610453354492416,24.68,3.0
2008-09-15,120.089996,-0.04875447759754453,28.84,3.0
2008-09-16,122.099998,0.0165989363724027,29.68,3.2
2008-09-17,116.610001,-0.04600532262880407,31.54,3.75
2008-09-18,120.07,0.02923986393478547,25.01,5.0
2008-09-19,124.120003,0.03872571107054213,24.38,5.0
2008-09-22,121.309998,-0.022899627454243954,25.41,5.0
2008-09-23,118.550003,-0.023014398478945708,26.85,5.0
2008-09-24,118.93,0.0032002469219538964,26.68,5.0
2008-09-25,120.790001,0.015518424156873756,25.99,5.0
2008-09-26,120.849998,0.0004965817040303064,26.25,5.0
2008-09-29,111.379997,-0.08160233937334678,29.84,5.0
2008-09-30,115.989998,0.04055621202421068,26.68,6.0
2008-10-01,116.059998,0.0006033182790785562,27.04,6.0
2008-10-02,111.849998,-0.03694861147494572,28.24,6.0
2008-10-03,110.339996,-0.013592198462347677,28.56,6.0
2008-10-06,104.720001,-0.05227634044178494,29.32,6.0
2008-10-07,100.029999,-0.04582000015083103,30.43,6.0
2008-10-08,97.510002,-0.025515173642346792,31.21,6.0
2008-10-09,90.699997,-0.07239763331271756,33.38,6.0
2008-10-10,88.5,-0.02455477203114167,33.79,6.0
2008-10-14,99.849998,-0.014910813332633598,32.24,6.0
2008-10-15,90.019997,-0.10363720529292711,35.55,5.75
2008-10-16,93.769997,0.040813108899500496,35.47,5.75
2008-10-17,93.209999,-0.005989942093755331,37.28,5.75
2008-10-20,98.809998,0.058343792621404336,34.8,5.0
2008-10-21,95.860001,-0.03030998980263651,36.93,4.5
2008-10-22,90.639999,-0.05599319847626987,39.71,4.5
2008-10-23,91.690002,0.011517738187339619,40.14,4.5
2008-10-24,87.040001,-0.052045549277829804,43.56,4.5
2008-10-27,83.949997,-0.0361464468086075,44.88,4.5
2008-10-28,93.760002,0.11051699937175644,42.77,4.5
2008-10-29,93.080002,-0.007278987238774842,44.16,4.5
2008-10-30,96.300003,0.03400899003575274,44.2,4.5
2008-10-31,96.830002,0.005488534321459315,44.93,4.5
2008-11-03,97.110001,0.0028874826256680038,44.71,4.25
2008-11-04,100.410004,0.03341747682415856,41.86,4.0
2008-11-05,96.190002,-0.042936420771314904,43.85,3.25
2008-11-06,90.860001,-0.057005551619498405,47.8,3.0
2008-11-07,93.860001,0.03248444968323699,47.48,3.0
2008-11-10,92.629997,-0.013191290141422252,48.2,3.0
2008-11-12,85.82,-0.044998730786482165,52.92,2.75
2008-11-13,91.169998,0.06047379409639576,50.03,2.75
2008-11-14,86.620003,-0.05119510323925648,53.51,3.0
2008-11-17,85.470001,-0.013365321542581615,56.25,3.0
2008-11-18,87.080002,0.01866181045578917,57.29,3.0
2008-11-19,81.5,-0.06622423908690568,62.9,3.0
2008-11-20,75.449997,-0.0771328747943964,66.23,3.0
2008-11-21,79.519997,0.05253837916952611,62.78,3.0
2008-11-24,85.029999,0.06699559901518942,58.64,3.0
2008-11-25,85.660004,0.007381895246317487,57.18,3.0
2008-11-26,88.970001,0.0379132266129571,53.18,3.0
2008-11-28,90.089996,0.012509880766889659,53.21,3.0
2008-12-01,82.110001,-0.09274930236382947,60.45,3.0
2008-12-02,85.269997,0.03776283367212269,57.93,3.0
2008-12-03,87.32,0.02375687411014681,57.73,3.0
2008-12-04,85.300003,-0.023405042014129497,60.49,3.0
2008-12-05,87.93,0.030366553723293548,58.32,3.0
2008-12-08,91.0,0.03431846312594156,55.26,3.0
2008-12-09,89.5,-0.01662088123604052,56.4,3.0
2008-12-10,90.110001,0.0067925320636875956,55.26,3.0
2008-12-11,87.940002,-0.02437637084905893,55.06,3.0
2008-12-12,88.989998,0.011869194898890378,54.58,2.9
2008-12-15,87.75,-0.01403211904835833,55.7,2.55
2008-12-16,91.879997,0.045991482823641384,52.44,2.15
2008-12-17,90.989998,-0.009733756781447216,51.29,2.0
2008-12-18,89.290001,-0.018860077659575307,50.31,2.0
2008-12-19,88.190002,-0.004276113492650297,47.35,2.0
2008-12-22,87.059998,-0.012896087426907394,45.51,2.0
2008-12-23,86.160004,-0.010391433878098521,46.15,2.0
2008-12-24,86.660004,0.005786383195767799,45.73,2.0
2008-12-26,87.160004,0.005753093499880629,45.15,2.0
2008-12-29,86.910004,-0.0028724094950365164,46.34,2.0
2008-12-30,88.970001,0.023426099022418854,44.18,2.0
2008-12-31,90.239998,0.014173520090215651,41.94,1.75
2009-01-02,92.959999,0.02969651675965628,38.7,1.75
2009-01-05,92.849998,-0.001184016087697032,39.96,1.75
2009-01-06,93.470001,0.006655273634523952,39.53,1.75
2009-01-07,90.669998,-0.03041402029315702,43.52,1.85
2009-01-08,91.040001,0.0040724617622481,42.97,1.85
2009-01-09,89.089996,-0.02165193152806708,44.55,1.85
2009-01-12,86.949997,-0.024313843536433316,48.04,1.75
2009-01-13,87.110001,0.0018384930128328664,46.67,1.75
2009-01-14,84.370003,-0.03195977557534303,51.79,1.75
2009-01-15,84.400002,0.0003555015634051367,53.26,1.75
2009-01-16,85.059998,0.007789441014068907,49.65,1.75
2009-01-20,80.57,-0.0542304945235702,57.9,1.75
2009-01-21,84.050003,0.042285523758571184,51.13,1.75
2009-01-22,82.75,-0.01558788129050055,50.54,1.8
2009-01-23,83.110001,0.004341029340014597,50.16,1.8
2009-01-26,83.68,0.006834956719424104,47.55,1.75
2009-01-27,84.529999,0.010106488794114812,45.16,1.75
2009-01-28,87.389999,0.033274359085767896,42.31,1.5
2009-01-29,84.550003,-0.03303773736993658,43.38,1.5
2009-01-30,82.830002,-0.02055277207054485,44.99,1.5
2009-02-02,82.580002,-0.0030227940791283502,45.35,1.65
2009-02-03,83.739998,0.013949192030665445,43.15,1.65
2009-02-04,83.330002,-0.0049080843124646835,43.75,1.65
2009-02-05,84.57,0.01477094139905463,43.25,1.65
2009-02-06,86.980003,0.028098647866045462,42.6,1.65
2009-02-09,87.099998,0.0013786192361594854,42.5,1.65
2009-02-10,83.110001,-0.046891817299157486,45.6,1.65
2009-02-11,83.599998,0.0058784525700230844,44.6,1.65
2009-02-12,83.660004,0.0007175176594223096,42.55,1.65
2009-02-13,82.760002,-0.010816136783021063,43.6,1.65
2009-02-17,79.220001,-0.04371607222676052,44.05,1.65
2009-02-18,79.029999,-0.002401290253378924,44.85,1.65
2009-02-19,78.18,-0.01081365419866399,44.55,1.65
2009-02-20,77.419998,-0.009768741048424219,46.7,1.65
2009-02-23,74.650002,-0.03643456853948877,49.05,1.65
2009-02-24,77.480003,0.03720932648158009,44.5,1.65
2009-02-25,76.870003,-0.00790415487050283,43.45,1.65
2009-02-26,75.620003,-0.016394884253142963,44.0,1.65
2009-02-27,73.93,-0.022602138565815343,44.45,1.65
2009-03-02,70.599998,-0.046088583398426454,47.85,1.65
2009-03-03,70.07,-0.007535373788133496,48.45,1.65
2009-03-04,71.730003,0.02341436957939107,44.75,1.65
2009-03-05,68.800003,-0.041705323417894825,47.35,1.65
2009-03-06,68.919998,0.001742594096620584,46.65,1.65
2009-03-09,68.110001,-0.011822322705217101,47.05,1.65
2009-03-10,72.169998,0.05790035943648052,43.15,1.65
2009-03-11,72.639999,0.0064913011546842625,42.65,1.65
2009-03-12,75.5,0.03861693572846093,41.1,1.65
2009-03-13,76.089996,0.007784141364120889,42.1,1.65
2009-03-16,75.860001,-0.0030272481761632456,43.0,1.65
2009-03-17,78.18,0.030124310921870633,41.3,1.65
2009-03-18,79.93,0.022137391273119443,40.95,1.65
2009-03-19,78.940002,-0.012463156067530207,43.7,1.6
2009-03-20,76.709999,-0.021369385016882587,47.05,1.6
2009-03-23,82.220001,0.06936652869713723,43.35,1.6
2009-03-24,80.599998,-0.01989996893354348,44.0,1.6
2009-03-25,81.449997,0.010490673516965258,42.75,1.6
2009-03-26,83.110001,0.02017574538152888,41.45,1.6
2009-03-27,81.610001,-0.01821322786261676,42.95,1.6
2009-03-30,78.790001,-0.03516571778499191,46.35,1.55
2009-03-31,79.519997,0.009222426672387627,45.05,1.55
2009-04-01,81.059998,0.019181071905119442,43.65,1.55
2009-04-02,83.43,0.028818360386908385,42.95,1.55
2009-04-03,84.260002,0.009899323372943608,41.7,1.55
2009-04-06,83.599998,-0.00786378411971647,42.15,1.55
2009-04-07,81.650002,-0.0236016522559371,42.45,1.55
2009-04-08,82.529999,0.010720007576514597,41.55,1.55
2009-04-09,85.809998,0.03897367502392831,39.9,1.5
